user_id,full_name,email,signup_date,country,acquisition_channel,subscription_tier,status
532,Laura Bennett,pdiaz@example.org,2025-04-13,Australia,Paid Ads,Basic,Churned
533,William Walker,wgomez@example.com,2025-07-20,Germany,Referral,Basic,Active
534,Mr. Jonathan Taylor,jerryrobertson@example.com,2025-11-04,United Kingdom,Social Media,Enterprise,Active
535,Christopher Guzman,guerrerorobert@example.com,2025-03-24,Canada,Referral,Pro,Active
536,Michael Mendoza,deborahjenkins@example.org,2025-10-07,Australia,Social Media,Pro,Churned
537,Kevin Taylor,macdonalddylan@example.org,2025-01-17,United States,Paid Ads,Basic,Active
538,Kellie Sullivan,johnsjessica@example.com,2025-04-11,United States,Referral,Pro,Active
539,Lawrence Ruiz,ajackson@example.net,2025-02-03,Canada,Organic Search,Basic,Active
540,Samantha White,gary57@example.net,2025-02-25,Australia,Paid Ads,Pro,Active
541,James Anderson,harrismichele@example.net,2025-08-18,Australia,Paid Ads,Basic,Active
542,Chase Davis,mvalenzuela@example.org,2025-09-23,Australia,Referral,Pro,Active
543,Kathy Wilson,mhopkins@example.net,2025-12-07,United Kingdom,Referral,Basic,Active
544,Todd Gregory,xboyd@example.org,2025-11-18,Australia,Social Media,Basic,Active
545,Crystal Lang,zbell@example.net,2025-09-28,United Kingdom,Referral,Basic,Active
546,Melissa Davis,jonathancannon@example.org,2025-12-19,United States,Organic Search,Basic,Active
547,Kimberly Scott,fletcherkristine@example.net,2025-04-21,Australia,Organic Search,Basic,Active
548,Adam Pena,robert12@example.com,2025-07-22,Germany,Paid Ads,Basic,Active
549,Deborah Herrera,cheryl63@example.com,2025-09-11,United Kingdom,Organic Search,Pro,Churned
550,Karen Wood,tking@example.net,2025-08-03,Australia,Referral,Pro,Active
551,Jennifer Taylor,adkinssean@example.net,2025-05-14,United States,Social Media,Basic,Churned
552,Jordan Hartman,martintamara@example.org,2025-03-04,Germany,Partner Program,Enterprise,Active
553,Charles Frost,qdavis@example.org,2025-11-09,Canada,Paid Ads,Pro,Active
554,Andrew Cruz,hmendez@example.com,2025-05-25,Australia,Organic Search,Pro,Active
555,Amy Ayala,daniellegonzales@example.org,2025-10-04,United States,Organic Search,Basic,Active
556,Regina Mitchell,bowerswilliam@example.net,2025-11-27,Germany,Social Media,Enterprise,Churned
557,Megan Ward,cantrellchristopher@example.com,2025-03-31,Australia,Organic Search,Basic,Active
558,Michael Sullivan,aprilmclaughlin@example.org,2025-10-30,Canada,Referral,Basic,Churned
559,Duane Gallegos,michael43@example.net,2025-12-23,Canada,Referral,Pro,Active
560,Jared Smith,richardrodriguez@example.org,2025-03-17,United States,Organic Search,Basic,Active
561,Travis Pratt,nancy94@example.net,2025-07-15,United States,Social Media,Basic,Active
562,Kristine Carrillo,susan77@example.net,2025-06-21,Australia,Organic Search,Enterprise,Active
563,Brian Jones,ericahall@example.com,2025-12-01,United States,Partner Program,Basic,Active
564,Kelli Smith,john16@example.net,2025-06-10,Canada,Social Media,Pro,Active
565,Angela Velazquez,nedwards@example.net,2025-10-18,Canada,Referral,Basic,Active
566,Paul Conrad,victorgonzalez@example.net,2025-04-15,Canada,Social Media,Basic,Active
567,Christine Harris,marykelly@example.org,2025-04-05,United Kingdom,Referral,Pro,Active
568,Megan Alvarado,duranamber@example.org,2025-02-16,Germany,Paid Ads,Basic,Churned
569,Mr. Johnathan Galloway,travis84@example.com,2025-11-26,Germany,Referral,Basic,Active
570,Bethany Fox,imendoza@example.org,2025-03-28,United Kingdom,Paid Ads,Basic,Active
571,Scott Parsons,sbray@example.net,2025-07-15,United Kingdom,Organic Search,Basic,Active
572,Adam Craig,ucarpenter@example.com,2025-06-28,Australia,Paid Ads,Basic,Active
573,Chelsea Baker,thomas95@example.com,2025-08-26,Germany,Paid Ads,Basic,Churned
574,Mr. Michael Watson PhD,shannon92@example.net,2025-03-13,United Kingdom,Referral,Pro,Active
575,Brett Nelson,angelachase@example.org,2025-09-24,Canada,Referral,Enterprise,Active
576,Nancy Kennedy,thompsonvictor@example.net,2025-02-26,Australia,Organic Search,Basic,Active
577,Emily Tucker,anna90@example.com,2025-07-20,Germany,Partner Program,Basic,Active
578,Amy Cervantes,gcombs@example.com,2025-02-08,Canada,Social Media,Pro,Active
579,Isaac Castro,maurice61@example.com,2025-10-17,United States,Referral,Enterprise,Active
580,Lisa Ray,tiffanymitchell@example.com,2025-12-03,Germany,Social Media,Basic,Active
581,Patricia Griffin,jamesjustin@example.net,2025-09-19,United States,Social Media,Basic,Active
582,Margaret Mcfarland,kwelch@example.com,2025-02-26,United States,Social Media,Basic,Active
583,Angela Cooper,logan44@example.net,2025-11-26,Canada,Paid Ads,Basic,Active
584,Stephen Norman,julie87@example.com,2025-09-08,Canada,Organic Search,Basic,Active
585,Alexander Luna,shelby13@example.org,2025-03-06,Germany,Referral,Basic,Active
586,Arthur Johns,johnsonrandy@example.org,2025-06-04,Germany,Organic Search,Basic,Active
587,Christopher Pena,pparker@example.net,2025-02-10,Australia,Organic Search,Basic,Active
588,Cameron Rose,anthonyalvarado@example.com,2025-04-21,Germany,Paid Ads,Enterprise,Active
589,William Fernandez,amy28@example.org,2025-12-02,United States,Social Media,Basic,Active
590,Lynn Fields,omills@example.net,2025-08-18,United Kingdom,Referral,Basic,Active
591,Karen Perez,ramosmichael@example.com,2025-05-01,Australia,Organic Search,Pro,Active
592,Aaron Ochoa,mauriceharrison@example.org,2025-03-02,United States,Social Media,Basic,Active
593,Theresa Woods,cannonlauren@example.net,2025-09-25,Australia,Organic Search,Basic,Churned
594,Kimberly Lopez,kfoster@example.net,2025-03-31,United Kingdom,Paid Ads,Basic,Churned
595,Sandra Walker,hendersonjohn@example.net,2025-10-14,Australia,Organic Search,Pro,Churned
596,Denise Wong,robert12@example.org,2025-11-10,Germany,Organic Search,Basic,Churned
597,Jesse Chavez,blopez@example.org,2025-04-23,United States,Referral,Basic,Active
598,Alison Compton,joseph70@example.org,2025-01-20,United Kingdom,Organic Search,Pro,Active
599,Johnny Peterson,kristi75@example.com,2025-02-05,Germany,Social Media,Basic,Active
600,Erin Bridges,brianrowe@example.org,2025-09-28,Australia,Referral,Enterprise,Active
601,Corey Skinner,hclayton@example.net,2025-07-30,Germany,Organic Search,Pro,Active
602,William Wright,gonzalezjill@example.org,2025-04-07,Australia,Paid Ads,Basic,Active
603,Christine Price,sharon20@example.net,2025-07-22,Canada,Paid Ads,Pro,Active
604,Dawn Little,michaelwilliams@example.net,2025-08-02,Australia,Organic Search,Basic,Active
605,Cynthia Hamilton,jacksonjoshua@example.org,2025-03-26,United States,Social Media,Pro,Active
606,Alexa Williams,jbarker@example.com,2025-06-03,Germany,Referral,Basic,Active
607,Christopher Davis,sarah00@example.com,2025-10-27,Australia,Referral,Pro,Active
608,Joshua Rodriguez,jhall@example.net,2025-09-08,Germany,Referral,Enterprise,Active
609,Steven Quinn,norrismichael@example.org,2025-10-21,United States,Social Media,Basic,Active
610,Karina Kim,amy73@example.net,2025-04-08,Canada,Referral,Pro,Active
611,Erica Mcdonald,caseymoore@example.com,2025-03-14,United Kingdom,Partner Program,Basic,Active
612,Jacob Smith,bgross@example.net,2025-11-15,United Kingdom,Organic Search,Pro,Active
613,Manuel Flores,barrettamber@example.com,2025-11-29,Germany,Organic Search,Basic,Active
614,Kathleen Arnold,marcus51@example.org,2025-03-15,Germany,Social Media,Basic,Churned
615,Amanda Pace,morganharris@example.com,2025-07-23,Australia,Organic Search,Basic,Churned
616,Kenneth Huff,sfox@example.net,2025-03-16,Canada,Paid Ads,Pro,Active
617,Daniel Robbins,conradjason@example.com,2025-04-10,United Kingdom,Referral,Basic,Active
618,Angela Owen,wardjulia@example.com,2025-12-27,Australia,Organic Search,Pro,Active
619,Michael Colon,allison14@example.org,2025-11-16,Canada,Organic Search,Pro,Active
620,Anne Hardy,hlopez@example.net,2025-03-25,United Kingdom,Social Media,Pro,Active
621,Theresa Hansen,xreese@example.net,2025-04-07,United States,Referral,Basic,Active
622,Jimmy Ortega,jacksonhenry@example.com,2025-08-12,Australia,Partner Program,Basic,Active
623,Christopher Murillo,umahoney@example.net,2025-07-16,United States,Organic Search,Pro,Active
624,Jennifer Schultz,charlene98@example.org,2025-05-07,Germany,Paid Ads,Basic,Active
625,Tammy King,zwest@example.org,2025-05-26,Canada,Social Media,Basic,Active
626,Duane Smith,victoriaturner@example.com,2025-10-10,Canada,Referral,Pro,Active
627,Ethan Ingram,samantha88@example.net,2025-03-28,United Kingdom,Organic Search,Basic,Active
628,Anna Stevens,devonrichardson@example.net,2025-12-26,Australia,Referral,Pro,Active
629,Robert Davis,ncarroll@example.net,2025-04-08,Germany,Referral,Basic,Active
630,Rebecca Thompson,larsonkevin@example.net,2025-01-30,Australia,Social Media,Pro,Active
631,Angela Brown,michael66@example.org,2025-11-10,United Kingdom,Paid Ads,Basic,Active
632,Nicole Atkinson,walterscrystal@example.org,2025-12-04,United Kingdom,Organic Search,Basic,Active
633,Emma Cunningham,wayne32@example.org,2025-04-29,United States,Referral,Basic,Active
634,Jenna Griffin,walkerkeith@example.com,2025-09-19,Australia,Referral,Basic,Active
635,Bradley Duncan,kelleyjose@example.com,2025-02-27,United States,Referral,Basic,Active
636,Michael Gill,fhansen@example.com,2025-07-14,United Kingdom,Paid Ads,Pro,Churned
637,Kristina Shea,johnadams@example.com,2025-09-11,Canada,Referral,Basic,Active
638,Laura Rodriguez,whenderson@example.org,2025-05-06,Germany,Referral,Basic,Active
639,Matthew Carrillo,vanessajensen@example.com,2025-05-05,Australia,Social Media,Basic,Active
640,Andrew Meyers,ginamoore@example.net,2025-08-31,Germany,Organic Search,Pro,Active
641,Patrick Sanchez,mistywilkins@example.org,2025-11-28,United Kingdom,Organic Search,Basic,Active
642,Ashley Cole,riverajody@example.org,2025-05-14,Germany,Social Media,Pro,Active
643,Nicole Dunn,heatherbarnett@example.com,2025-03-21,Canada,Referral,Basic,Active
644,Kelsey Scott,campbellkristina@example.net,2025-08-15,United Kingdom,Referral,Pro,Active
645,Matthew Smith,qguerrero@example.net,2025-04-16,Australia,Referral,Enterprise,Active
646,Alicia Dillon,yhall@example.net,2025-05-20,United States,Organic Search,Enterprise,Active
647,Ethan Delacruz,lopezvincent@example.com,2025-10-03,United Kingdom,Paid Ads,Basic,Churned
648,Alison Wright,matthew62@example.org,2025-08-06,Canada,Social Media,Basic,Active
649,Heather Turner,lisa46@example.org,2025-05-15,Germany,Social Media,Pro,Active
650,Courtney Peterson,fsandoval@example.net,2025-08-04,Australia,Organic Search,Basic,Active
651,Megan Salas,robertberry@example.com,2025-05-29,United States,Paid Ads,Basic,Active
652,Erin Daniels,denisecarpenter@example.net,2025-05-02,Germany,Referral,Basic,Active
653,Charles Barker,russellstout@example.org,2025-11-07,United Kingdom,Referral,Enterprise,Active
654,Sylvia Stewart,whitemary@example.org,2025-09-12,Canada,Organic Search,Pro,Active
655,Fernando Dudley,vturner@example.net,2025-10-10,Canada,Partner Program,Pro,Active
656,Brittany Lopez,jackfarmer@example.net,2025-12-29,United States,Organic Search,Pro,Active
657,Keith Hall,jerryjohnson@example.org,2025-08-28,Australia,Referral,Basic,Active
658,Brandi Mathis,xjoseph@example.org,2025-09-25,Australia,Referral,Basic,Active
659,John Martin,antonioduran@example.org,2025-11-27,Canada,Referral,Pro,Active
660,Jason Newton,katherinejones@example.com,2025-12-26,United Kingdom,Referral,Basic,Active
661,Melissa Delacruz,ronaldparsons@example.net,2025-12-03,Canada,Social Media,Basic,Active
662,Michelle Long,meyershannon@example.org,2025-10-13,United Kingdom,Paid Ads,Pro,Active
663,Kelly Foster PhD,oblack@example.org,2025-12-07,Australia,Paid Ads,Basic,Active
664,James Torres,steven64@example.net,2025-03-15,United Kingdom,Organic Search,Basic,Active
665,Jose Thomas,gdavis@example.org,2025-12-23,Australia,Social Media,Pro,Active
666,Teresa Horton,phillipmorris@example.org,2025-03-11,Canada,Organic Search,Pro,Active
667,Steven Huang,udavis@example.net,2025-03-11,Canada,Paid Ads,Basic,Active
668,Rebecca Higgins,davisjasmin@example.net,2025-09-09,Australia,Organic Search,Pro,Active
669,Michael Acosta,nicholasjames@example.org,2025-05-21,United Kingdom,Organic Search,Enterprise,Active
670,Seth Huffman,mistywhite@example.net,2025-12-21,United Kingdom,Organic Search,Basic,Churned
671,Eric Mack,lroberts@example.org,2025-01-20,United States,Organic Search,Pro,Active
672,Dale Dean,alexander77@example.net,2025-12-15,United States,Referral,Basic,Active
673,Stephen Young,cchavez@example.org,2025-11-10,United States,Referral,Basic,Active
674,Dana Kelley,brandonhernandez@example.net,2025-08-22,Australia,Organic Search,Pro,Active
675,Scott Estrada,mark10@example.org,2025-05-16,Australia,Social Media,Basic,Active
676,Candace Mitchell DDS,tammycurry@example.com,2025-06-11,Canada,Social Media,Basic,Active
677,Randy Morris,wwilkins@example.com,2025-12-28,United Kingdom,Organic Search,Pro,Active
678,Eileen Taylor,mark68@example.org,2025-11-24,United States,Social Media,Pro,Active
679,Anthony Duncan,webbhaley@example.net,2025-09-28,Germany,Organic Search,Pro,Active
680,Ryan Green,sara99@example.com,2025-04-22,United States,Social Media,Basic,Active
681,Kathleen Morton,jeanettekrause@example.org,2025-07-21,Australia,Paid Ads,Basic,Active
682,Mario Wilson,laurenduarte@example.com,2025-02-15,Canada,Referral,Basic,Churned
683,Justin Walsh,davidsonhannah@example.com,2025-01-18,United Kingdom,Social Media,Basic,Active
684,Eric Pierce,wilsonmathew@example.com,2025-11-03,United States,Referral,Pro,Active
685,Toni Collier,markmorgan@example.net,2025-10-09,Canada,Paid Ads,Pro,Active
686,Rebecca Brewer,dmoore@example.net,2025-07-06,Germany,Social Media,Basic,Active
687,Richard Gutierrez,conleykevin@example.net,2025-12-14,Canada,Social Media,Pro,Active
688,Joshua Clark,lauren51@example.org,2025-09-21,Australia,Organic Search,Basic,Active
689,Gina Brooks,ashleyprice@example.net,2025-04-19,Germany,Paid Ads,Basic,Active
690,Nicole Thornton,jennifer46@example.org,2025-02-15,United Kingdom,Organic Search,Pro,Active
691,Jacqueline Gallegos,javier42@example.org,2025-07-13,United Kingdom,Referral,Basic,Active
692,Paula Gentry,zhunter@example.com,2025-05-26,Canada,Organic Search,Basic,Active
693,Cheryl Mclean,kimberly21@example.net,2025-12-18,Canada,Paid Ads,Enterprise,Active
694,Christine Johnson MD,smithsarah@example.net,2025-09-20,United Kingdom,Social Media,Basic,Active
695,Anita Owens,garciakatie@example.net,2025-11-26,Australia,Organic Search,Basic,Active
696,Peter Fowler,manuellee@example.com,2025-05-02,United Kingdom,Organic Search,Basic,Churned
697,Jeremy Wilson,ericwilson@example.net,2025-07-26,United States,Referral,Basic,Active
698,Christine Bell,joseph49@example.org,2025-08-06,Canada,Organic Search,Basic,Churned
699,Louis Morgan,bwilliams@example.com,2025-03-08,United States,Organic Search,Basic,Active
700,Ashley Brown,tmyers@example.net,2025-12-17,Australia,Social Media,Basic,Active
701,Sara Lyons,larry38@example.org,2025-12-13,United States,Organic Search,Pro,Active
702,Julie Anderson,tdavis@example.net,2025-12-25,United States,Referral,Basic,Active
703,Julie Hall,douglashuang@example.com,2025-09-08,United Kingdom,Organic Search,Basic,Active
704,Clifford Stark,kristina57@example.com,2025-12-21,United Kingdom,Social Media,Basic,Churned
705,Brian Mendoza,justinbailey@example.net,2025-01-12,United Kingdom,Paid Ads,Basic,Active
706,Jennifer Klein,nguyendebra@example.com,2025-02-19,Germany,Social Media,Basic,Active
707,Kevin Allen,amydickson@example.com,2025-07-26,Canada,Referral,Basic,Active
708,Robert Garza,vbradley@example.net,2025-01-26,United Kingdom,Social Media,Pro,Active
709,Matthew Miller,mwilson@example.com,2025-09-27,Canada,Organic Search,Basic,Active
710,Samantha Thompson,gjones@example.net,2025-05-07,Canada,Organic Search,Basic,Active
711,Sally Murphy,davislisa@example.net,2025-11-13,United States,Organic Search,Enterprise,Active
712,Rhonda Sherman,shawncarter@example.net,2025-12-17,Australia,Organic Search,Basic,Churned
713,Daniel Rich,ashley46@example.net,2025-08-13,United Kingdom,Organic Search,Basic,Active
714,Brandon Smith,sabbott@example.org,2025-12-22,Germany,Social Media,Basic,Active
715,Tracy Smith,daniel40@example.org,2025-05-24,Germany,Partner Program,Enterprise,Active
716,Jennifer Flores,bsullivan@example.net,2025-06-17,Australia,Paid Ads,Pro,Active
717,Karen Lopez,xbridges@example.com,2025-03-24,Canada,Referral,Basic,Active
718,Shane Martinez,jonesalfred@example.net,2025-03-01,Germany,Social Media,Pro,Active
719,Mr. William Miller,ydalton@example.net,2025-12-10,United Kingdom,Referral,Basic,Active
720,Lisa Gibson,carnold@example.com,2025-08-23,United States,Social Media,Basic,Active
721,Jeff Smith,pbradford@example.net,2025-05-18,United States,Organic Search,Basic,Active
722,Timothy Johnston,goodashley@example.net,2025-07-14,United Kingdom,Social Media,Pro,Active
723,John Vaughn,jessicafox@example.com,2025-05-24,United Kingdom,Organic Search,Pro,Active
724,Kelly Bishop,thomasharmon@example.net,2025-06-30,United Kingdom,Organic Search,Basic,Active
725,Kimberly Riley,bergeramanda@example.org,2025-01-31,Australia,Partner Program,Enterprise,Active
726,Taylor Berry,robert44@example.org,2025-07-02,United Kingdom,Organic Search,Enterprise,Churned
727,Linda Torres,bryan79@example.org,2025-01-14,Germany,Referral,Pro,Active
728,William Lamb,mitchellchristopher@example.net,2025-08-11,Canada,Referral,Basic,Active
729,Diana Anderson,joshua40@example.net,2025-01-30,Australia,Organic Search,Basic,Active
730,Susan Stevenson,lwood@example.com,2025-02-13,United States,Organic Search,Basic,Active
731,Kari Lloyd,cooperchristopher@example.org,2025-10-31,Australia,Social Media,Pro,Active
732,Brittany Crawford,ptownsend@example.net,2025-08-20,United Kingdom,Organic Search,Enterprise,Active
733,Carol Lane,brian41@example.org,2025-06-20,Germany,Organic Search,Basic,Active
734,John Alvarez,noahthornton@example.com,2025-03-07,United Kingdom,Referral,Basic,Churned
735,Seth Smith,ureyes@example.net,2025-04-12,United States,Referral,Basic,Churned
736,Anne Schmidt,stephanie69@example.net,2025-09-23,Canada,Organic Search,Pro,Active
737,Devin Lang,destiny67@example.net,2025-11-30,Germany,Organic Search,Pro,Active
738,Michael Townsend,erica25@example.net,2025-10-18,Canada,Social Media,Enterprise,Active
739,Sandra Smith,foxgina@example.com,2025-01-05,Canada,Social Media,Basic,Churned
740,Darlene Johnson,brownbrooke@example.org,2025-03-27,Canada,Partner Program,Pro,Active
741,Michelle Wilson,nicholasgallagher@example.net,2025-08-21,Germany,Organic Search,Basic,Active
742,Cathy Rodriguez,jonowens@example.org,2025-08-08,United States,Organic Search,Basic,Active
743,Zachary Hammond,jonathan14@example.org,2025-09-06,United States,Organic Search,Pro,Active
744,Zachary Scott,gregory17@example.org,2025-05-29,Canada,Referral,Basic,Active
745,Matthew Rodriguez,probinson@example.org,2025-08-26,Canada,Partner Program,Basic,Active
746,David Johnson,duncanjohn@example.com,2025-12-21,United States,Organic Search,Pro,Active
747,Brittany Bowman,ortegajoseph@example.net,2025-01-08,Canada,Organic Search,Basic,Active
748,Laura Robertson,zmendoza@example.net,2025-05-09,Germany,Referral,Pro,Active
749,Andrea Perez,xfinley@example.com,2025-10-31,Australia,Social Media,Basic,Active
750,Taylor Howard,richard15@example.net,2025-02-17,United States,Organic Search,Basic,Active
751,Angela Stevens,deborah28@example.org,2025-11-28,Germany,Social Media,Basic,Active
752,Elizabeth Price,mccoymichael@example.org,2025-05-30,Australia,Paid Ads,Basic,Active
753,Nancy Taylor,anthonydavies@example.org,2025-12-10,Australia,Organic Search,Basic,Churned
754,Ricky Schneider,zferguson@example.com,2025-07-09,Germany,Organic Search,Enterprise,Active
755,Anthony French,sullivanjason@example.net,2025-01-07,Canada,Partner Program,Pro,Active
756,Teresa Berg,joycehall@example.org,2025-09-17,Germany,Social Media,Basic,Active
757,Katherine Smith,sanchezdeborah@example.org,2025-01-15,United Kingdom,Referral,Basic,Active
758,Summer Hoover,bryantgeorge@example.net,2025-03-08,United States,Organic Search,Pro,Active
759,Ashley Crawford,bryanharris@example.com,2025-01-25,Australia,Referral,Pro,Churned
760,Nancy Morales,daughertybarbara@example.org,2025-11-12,United States,Organic Search,Pro,Active
761,Rebecca Duran,matthewmartinez@example.org,2025-05-05,Canada,Social Media,Enterprise,Active
762,Michael Tran,lsanchez@example.org,2025-10-22,Australia,Referral,Pro,Active
763,Ryan Salazar,alexistucker@example.org,2025-02-21,United States,Organic Search,Basic,Active
764,Brandon Pearson,robert72@example.org,2025-01-03,United Kingdom,Paid Ads,Basic,Active
765,Kelly Jenkins,cheryljohnson@example.org,2025-02-25,Germany,Referral,Basic,Active
766,Dr. Mark Patton MD,grantjames@example.net,2025-10-06,Australia,Referral,Basic,Active
767,Shari Hatfield,stevensims@example.org,2025-02-07,Canada,Organic Search,Basic,Active
768,Brian Hernandez,kjimenez@example.net,2025-04-18,Canada,Organic Search,Pro,Active
769,Matthew Mitchell,nking@example.com,2025-12-25,United Kingdom,Social Media,Enterprise,Active
770,Anthony Medina,kristenwashington@example.org,2025-01-17,United Kingdom,Organic Search,Basic,Active
771,Mikayla Watkins,robert53@example.org,2025-01-28,United States,Social Media,Pro,Churned
772,David Gutierrez,nicholaswalker@example.com,2025-05-07,Canada,Referral,Enterprise,Active
773,Dr. Charles Reilly,xthompson@example.org,2025-08-16,Canada,Organic Search,Basic,Churned
774,Lynn Cantrell,matthewjohnson@example.net,2025-06-27,Australia,Social Media,Enterprise,Active
775,Brian Owens,vjackson@example.org,2025-01-24,United States,Social Media,Basic,Churned
776,Christopher Norton,belindatran@example.org,2025-12-11,Germany,Social Media,Basic,Active
777,Joseph Atkins,brittanyhood@example.com,2025-02-03,United States,Referral,Pro,Active
778,Nancy Wright,ryan39@example.org,2025-01-06,United States,Social Media,Enterprise,Churned
779,Abigail Baird,esparzajessica@example.net,2025-12-21,Australia,Paid Ads,Pro,Active
780,James Pacheco,chavezjohn@example.net,2025-01-14,United States,Social Media,Enterprise,Churned
781,Nicholas Dodson,michaelallen@example.org,2025-10-20,United States,Social Media,Basic,Active
782,Eric Warner,braysteven@example.org,2025-01-07,United Kingdom,Social Media,Basic,Churned
783,Cathy Savage,apadilla@example.net,2025-12-06,United States,Social Media,Enterprise,Active
784,Michael Schmidt,ronald49@example.net,2025-01-28,United Kingdom,Referral,Basic,Active
785,Rachel Miller,jill08@example.net,2025-08-12,Canada,Referral,Pro,Active
786,Ashley Diaz,diazgregory@example.net,2025-05-22,Canada,Referral,Pro,Churned
787,Michael Harris,john17@example.net,2025-10-01,Australia,Referral,Basic,Active
788,Tina Clark,lukehurst@example.net,2025-10-20,Canada,Paid Ads,Pro,Active
789,Anthony Watson,htucker@example.org,2025-09-22,United States,Organic Search,Basic,Active
790,Meghan Patel,shannon51@example.org,2025-07-02,United Kingdom,Organic Search,Basic,Active
791,Anita Myers,keithfrye@example.org,2025-12-13,United Kingdom,Organic Search,Basic,Active
792,Michael Crawford,abigailburton@example.com,2025-03-05,Germany,Paid Ads,Enterprise,Active
793,Kimberly Anderson,robert04@example.org,2025-06-11,Germany,Paid Ads,Pro,Active
794,Robert Conley,robert55@example.com,2025-01-25,United States,Social Media,Basic,Active
795,Kerri Kelley,itorres@example.com,2025-08-19,United Kingdom,Organic Search,Basic,Active
796,Cristina Watson,kayla02@example.com,2025-03-08,Germany,Organic Search,Basic,Active
797,Christopher Glass,ian22@example.org,2025-04-21,Canada,Referral,Basic,Active
798,Xavier Andrews,lgreen@example.org,2025-04-03,Canada,Referral,Basic,Active
799,Mary Spence,nathanfernandez@example.org,2025-08-07,Germany,Referral,Basic,Active
800,Thomas Sullivan,dmack@example.com,2025-07-27,United Kingdom,Partner Program,Basic,Active
801,Oscar Cantrell,deborah47@example.com,2025-03-02,Australia,Referral,Pro,Active
802,Ms. Bridget Cunningham,hmorgan@example.net,2025-10-20,Germany,Referral,Basic,Active
803,Brenda Pierce,angel93@example.com,2025-07-06,United States,Referral,Basic,Active
804,Anthony Davidson,kimberlywang@example.org,2025-05-19,United States,Paid Ads,Basic,Active
805,Samuel Rhodes,daughertypreston@example.com,2025-01-09,Canada,Organic Search,Basic,Active
806,Kayla Brown,raymond65@example.com,2025-05-04,Germany,Organic Search,Basic,Active
807,Gregory Parker,fsawyer@example.org,2025-05-25,Germany,Referral,Basic,Churned
808,Natalie Perry,zroberts@example.net,2025-10-10,Australia,Referral,Basic,Active
809,Steven Taylor,thomaskevin@example.net,2025-12-15,Australia,Paid Ads,Pro,Active
810,Tyler Avila,smithdanielle@example.com,2025-05-11,Germany,Paid Ads,Pro,Active
811,Joel Bradley,jamescollier@example.com,2025-06-10,Canada,Paid Ads,Basic,Churned
812,Rodney Turner MD,dhansen@example.org,2025-08-04,United States,Partner Program,Pro,Active
813,Brittany Evans,qmartinez@example.com,2025-01-11,Australia,Organic Search,Pro,Active
814,Terry Newman,wilsonjoshua@example.org,2025-06-12,United States,Paid Ads,Basic,Churned
815,Lauren Cunningham,courtney71@example.com,2025-08-21,Canada,Organic Search,Basic,Active
816,Alicia Green,thomassteven@example.net,2025-07-19,United Kingdom,Referral,Enterprise,Active
817,Anthony Ward,brandon48@example.net,2025-02-22,Germany,Referral,Pro,Active
818,Cory Burton,georgegary@example.com,2025-12-30,United States,Organic Search,Basic,Active
819,Ryan Marsh,gina51@example.net,2025-12-05,Canada,Paid Ads,Basic,Active
820,Charles Taylor,nathan76@example.com,2025-08-14,United Kingdom,Paid Ads,Pro,Churned
821,Ashley Moore,mariepope@example.net,2025-12-24,United Kingdom,Referral,Basic,Active
822,Tiffany Mathis,butlersabrina@example.org,2025-08-27,Canada,Organic Search,Basic,Active
823,Alan Bailey,don79@example.net,2025-11-15,Australia,Organic Search,Pro,Active
824,Carrie Torres,walkermelissa@example.org,2025-10-24,United States,Organic Search,Basic,Active
825,Calvin Anderson,colemankathryn@example.org,2025-09-25,United Kingdom,Organic Search,Pro,Active
826,John Reynolds,danielmcguire@example.net,2025-01-31,United Kingdom,Paid Ads,Pro,Active
827,Bryan King,turneralex@example.org,2025-08-19,United States,Organic Search,Enterprise,Active
828,Lance Matthews,jackbell@example.org,2025-10-31,United Kingdom,Organic Search,Basic,Active
829,Teresa Rush,michael89@example.org,2025-02-26,United States,Referral,Enterprise,Active
830,Annette Lane,ricejennifer@example.com,2025-07-16,Australia,Social Media,Pro,Active
831,Kimberly Beltran,glasssamantha@example.net,2025-03-08,Germany,Social Media,Basic,Active
832,Kevin Gonzales,whitemichael@example.com,2025-07-04,Australia,Organic Search,Pro,Churned
833,Darren Rodriguez,david18@example.org,2025-06-14,Canada,Organic Search,Pro,Active
834,Michele Hawkins,millertristan@example.com,2025-07-12,Canada,Organic Search,Basic,Churned
835,Noah Mcdaniel,aperez@example.com,2025-04-21,United States,Organic Search,Pro,Active
836,Scott Jacobson,xcrosby@example.org,2025-11-29,Canada,Social Media,Basic,Active
837,Mrs. Ashley Kim DDS,wilsonralph@example.net,2025-01-05,Australia,Organic Search,Pro,Active
838,Natalie Stafford,calvinhester@example.com,2025-08-18,United Kingdom,Organic Search,Pro,Active
839,Wanda Martinez,rhardy@example.net,2025-03-19,Canada,Organic Search,Basic,Active
840,Denise Clarke,qkelly@example.net,2025-10-25,Germany,Social Media,Basic,Active
841,Ms. Brittany Gibson,kingtyler@example.net,2025-06-07,United States,Social Media,Basic,Active
842,Oscar Greer,lgregory@example.com,2025-02-22,Canada,Paid Ads,Enterprise,Active
843,Brittany Howell,wolfdonna@example.net,2025-08-23,Australia,Paid Ads,Pro,Active
844,John Carter MD,amy88@example.org,2025-10-26,Canada,Organic Search,Pro,Churned
845,Jeffrey Melendez,ycole@example.com,2025-10-24,United Kingdom,Referral,Basic,Active
